artist,uri,danceability,energy,tempo
Prince,spotify:track:2X6okzhnNPSzh9yxDMHHe3,0.8320000000000001,0.453,122.363
T.G. Sheppard,spotify:track:4td6tN1J2QlESZyUhlD77m,0.66,0.688,87.126
Rev. Milton Brunson,spotify:track:34vhBf30Z1xdUBsHLqjlGc,0.385,0.419,99.576
Ricky Skaggs,spotify:track:0GwLYhuQCwK1epoQQvWKGk,0.535,0.603,174.71200000000005
Ricardo Arjona,spotify:track:6yHBGD8FStaeRbx49pSL60,0.611,0.6509999999999999,144.967
Danny Elfman,spotify:track:20AqlWmzxOXF447sGQPUo4,0.502,0.7609999999999999,193.919
"""Weird Al"" Yankovic",spotify:track:3XhyafaTVD6ViaRFIL4bNo,0.838,0.6709999999999999,126.012
Stevie Nicks,spotify:track:1V6e1N41YKbIl6LaUYrVzs,0.6629999999999999,0.511,125.22
Prince And The Revolution,spotify:track:48conYZAap5JNzGJBaOTm2,0.652,0.741,102.084
Natalie Cole,spotify:track:32nMIZuO9A0TtXq0uI5XWr,0.359,0.28300000000000003,132.726
Change,spotify:track:3HmU74RIPV2LgkjJUeU7Cd,0.767,0.79,115.03
Van Halen,spotify:track:3sqhPpGhcz4PPQCG14Swjg,0.236,0.609,200.583
Steve Winwood,spotify:track:1F12mGFRXXwfgxspQ9vjjB,0.687,0.682,120.004
Heart,spotify:track:22wWxHGHRH8gZXNDXRgSqY,0.535,0.532,79.107
Harvey Reid,spotify:track:7p05wvS11RPrHzR5q32vZO,0.18,0.509,67.03
Nataural,spotify:track:1oWoOrsEKZVxFSi7iEHjW6,0.213,0.416,93.12
Corey Hart,spotify:track:3q9LRpghuXumIQLna5MZjq,0.747,0.406,112.347
Otis Clay,spotify:track:2g8zPTDvSWlYTZs9ylQQ9L,0.574,0.763,126.158
Wham!,spotify:track:0PhU6i6Kei6x0CH3jocvA3,0.591,0.6509999999999999,132.539
John Mellencamp,spotify:track:24iUpyUeGv6AoikfxpRofO,0.573,0.91,123.167
Tony Joe White,spotify:track:2ug6WUfty20byALkaVlF1W,0.83,0.6679999999999999,124.881
Eli Luzon,spotify:track:5bcDDH2BnuzBWcdQnrhGmU,0.604,0.5579999999999999,156.618
Lita Ford (Duet With Ozzy Osbourne),spotify:track:43thLwzSasUUZEYjYPeJh3,0.476,0.331,130.57399999999998
Martyn Bates,spotify:track:5Scmgf4Aqei8gtVdhPRqko,0.157,0.206,136.434
The Bangles,spotify:track:6BsXgrxQViV3PdAjS13uWZ,0.612,0.585,149.2
Godflesh,spotify:track:5SxhG3jHk1OVf3xmAAOzrp,0.374,0.998,160.511
Big Pig,spotify:track:6KwrplHGBQWMSi3Gg0PWM7,0.782,0.6729999999999999,119.949
Dan Hill (Duet With Vonda Shepard),spotify:track:0x1RspO36DgmXbZ9XmxvsN,0.561,0.319,120.106
Art Pepper,spotify:track:48Q8ER4XOaE4r00bjRxT9r,0.51,0.398,181.695
Tygers Of Pan Tang,spotify:track:2SF2BirrJoeTZpqlgMdwHn,0.3670000000000001,0.991,116.469
Joyce,spotify:track:1tp6x58PYYCcOyDaX9436B,0.339,0.917,132.421
Los Rebeldes,spotify:track:0F8Iy9uwSIGQP65QRqPldN,0.5710000000000001,0.794,130.74200000000002
Daryl Hall John Oates,spotify:track:4wMhMunKMTbEIIptb8uI8N,0.631,0.853,88.936
Laurie Anderson,spotify:track:5SBJdlbQ3vpoDjcPG9R3jI,0.619,0.342,116.288
Édith Piaf,spotify:track:4EM5RmVfzCZSyAIkvrjajA,0.469,0.314,105.608
Bobby Brown,spotify:track:57raEIQFW4OGTIxYvp2nDy,0.6559999999999999,0.879,102.724
R. Stevie Moore,spotify:track:7D7mxT4rotHFw45WRD36nV,0.679,0.7659999999999999,126.809
R. Stevie Moore,spotify:track:48omDSB7fBktivb322OdKw,0.716,0.606,153.804
Chrome,spotify:track:4wwLdnuC1nqWweX9ZuX6ta,0.35100000000000003,0.925,187.719
Townes Van Zandt,spotify:track:1z7xM2mcztvWNgx12vYXTS,0.713,0.213,96.205
Tommy Tutone,spotify:track:5LdNW6fDrsFW0PDWEowVaX,0.8759999999999999,0.498,118.154
Éric Serra,spotify:track:71XR6CShxm1FnFT9S2Tvmm,0.457,0.8540000000000001,166.298
The Monkees,spotify:track:5lWK8C0bi3oIQHMTiEhPGP,0.682,0.73,120.73
Musarrat Nazir,spotify:track:4ahhUtY7eBQMecbJ4jUBzw,0.504,0.551,160.35399999999996
Pink Anderson,spotify:track:75047x2swywMjMMazyQRBE,0.743,0.29100000000000004,82.917
Lio,spotify:track:2LzKdcltv51blMakUmasoa,0.6409999999999999,0.831,149.893
Pablo Milanés,spotify:track:73V3n9J91pwlDhtctzDYrU,0.7070000000000001,0.716,101.328
Enya,spotify:track:4jPfq0Nbmrx5AoRhc7K3sf,0.342,0.0983,139.83
Lou Gramm,spotify:track:4iQZi2sMZlbTpcUlo5YGBf,0.664,0.695,113.762
Stevie Nicks,spotify:track:65ILbAZRAwZQ3omWKE0OIW,0.643,0.7120000000000001,103.07
Beat Happening,spotify:track:5XucFZ433LWcdHqt9OdbAq,0.57,0.557,144.64600000000004
Bronski Beat,spotify:track:3oDtHLkS4k687WbPCd7EdN,0.623,0.7240000000000001,139.53799999999998
James Ingram And Patti Austin,spotify:track:3lrpllvYQtR0WxSe5PLVLG,0.358,0.191,74.719
Silvio Rodríguez,spotify:track:7D22sRTN7LjXTDPOusgX69,0.63,0.562,98.848
Malcolm Arnold,spotify:track:7xAPgTZGGLSVoch6Pfssgv,0.177,0.00901,77.98100000000002
Sisters of Mercy,spotify:track:44b1lA1vZvg3o5cIenh7lA,0.5429999999999999,0.609,121.576
Metal y Ca.,spotify:track:4jJWSP9VQbYxGdQTP4uBW7,0.7190000000000001,0.735,157.98
Dead Or Alive,spotify:track:1wZHO5eyxgzKKNx2omz6CH,0.67,0.8859999999999999,130.05200000000002
Running Wild,spotify:track:25qe3Wf24HVQBBiQeb9Cdf,0.24,0.958,161.887
Oingo Boingo,spotify:track:03AhYPRQeOqG2j54Tdg94E,0.657,0.826,128.144
Gwen Guthrie,spotify:track:0o7kRX15d2F6vMhr7IoVgN,0.767,0.873,107.533
The Bangles,spotify:track:1Jwc3ODLQxtbnS8M9TflSP,0.7240000000000001,0.8909999999999999,103.022
The Action,spotify:track:1UXSAOdOT0gZBJ8bWuhFpp,0.394,0.804,159.27100000000004
Maurice Jarre,spotify:track:6FAtAgPWj6b9uyzthhxSha,0.255,0.0683,118.611
Alabama,spotify:track:6CG3BXccaxPwFwymSSJBNy,0.7559999999999999,0.417,113.996
Stevie Nicks,spotify:track:0QVlQTzp10Tj4Xql9ZRJzo,0.615,0.921,126.947
Nobuo Uematsu,spotify:track:6o2wqy2noH1GuNO0aztPOu,0.556,0.31,125.102
Conflict,spotify:track:0Dx2gdhXOYoZ2Sn45CoKND,0.388,0.995,129.418
Firefall,spotify:track:3gHfkihp7u39cPckHNJpLn,0.525,0.802,177.732
Aretha Franklin,spotify:track:04lSEdjc0a6mszj94ZavmD,0.6729999999999999,0.6779999999999999,120.677
The Bluegrass Album Band,spotify:track:5EqW61VtRmoQDt0pTZ6mRq,0.557,0.279,114.588
Joe Satriani,spotify:track:1FwMRlo4WmMWt6PjfkMVQ0,0.578,0.544,92.315
Tangerine Dream,spotify:track:1U2f7gQzBcwlmZLWf56jjl,0.511,0.5770000000000001,130.19
Maurice White,spotify:track:78ed1StERMVBNocbSEQpCF,0.77,0.77,118.268
Nitzer Ebb,spotify:track:6Jf4T8ZUSucnlKfmm3F80t,0.728,0.682,121.065
Marc Almond,spotify:track:7jEQ43V8AA7UQ6NcG4x1ki,0.688,0.6659999999999999,134.389
Wham!,spotify:track:5AhRNIjYPBleR1lfHphcrE,0.493,0.665,152.644
Culture Club,spotify:track:1tlrAb0CNqn2e8EMb4MWLW,0.716,0.773,117.057
Fariborz Lachini,spotify:track:4hFVBjaVcoheMfZdebHPSX,0.326,0.0127,68.194
Malcolm Arnold,spotify:track:2xZSfBquGAvcOn1mTGVavC,0.474,0.329,84.652
Angel Witch,spotify:track:4G3Nnoae2XF1cdbdgATKKq,0.238,0.759,193.044
Freddie Jackson,spotify:track:58OEc1sLFqQFP14PqV9AEz,0.763,0.282,159.931
Duke Ellington,spotify:track:2PlKMCzgOcmp00kZINHIuH,0.416,0.358,84.609
2 LIVE CREW,spotify:track:57goBNSlWZOTn2bLDm1L0s,0.935,0.474,124.751
John Denver,spotify:track:7qJtJu59zWH3Z5G1zPbFPe,0.6509999999999999,0.606,113.75
Alabama,spotify:track:1KzxCdjKTNAm7xaN4l3aT9,0.348,0.0834,82.98
Cocteau Twins,spotify:track:1DzsFF0bcBcYkZTm1rbprD,0.168,0.205,99.853
Aerosmith,spotify:track:2YHQHdIQ20zlB1huPyhtHQ,0.238,0.555,201.54
Eric Clapton And His Band,spotify:track:08dOlDgNUJCyDNe7F9Dx37,0.856,0.735,120.474
Elton John,spotify:track:1jDJFeK9x3OZboIAHsY9k2,0.504,0.904,176.808
Cocteau Twins,spotify:track:3zmaJfuDcVGmSxD5fAd6RJ,0.257,0.311,200.281
Slime,spotify:track:4uL57HJJypipoKtIJoi5yf,0.279,0.99,155.6
Nobuo Uematsu,spotify:track:0pEBzKGkXlZLhgqqMApey5,0.454,0.321,148.22
Irene Cara,spotify:track:71lQ6KbvNUEGFBNvPWzbcv,0.358,0.542,126.865
"Isley, Jasper, Isley",spotify:track:1Z59l4hOQV03cIrsfOVgVG,0.718,0.88,130.445
Red Hot Chili Peppers,spotify:track:5OAp7U1GWlYeI0qYsdRmbb,0.652,0.968,129.569
Abstürzende Brieftauben,spotify:track:0gfDFJKyhQiXn2LFJSIXPk,0.315,0.687,78.098
Didier Thibault,spotify:track:19Iodl9uooKKVTsx3sKXIO,0.59,0.815,155.259
Shlomi Shabat,spotify:track:2MiKb9mexv6mxRWpb8QjNG,0.684,0.51,115.143
Liederjan,spotify:track:2lSLFkDSp832G2wziI0Ldb,0.429,0.254,68.016
Glenn Frey,spotify:track:2v7qe4TkWOM0upTIDcSnd3,0.638,0.72,123.689
After The Fire,spotify:track:0ROtxObpdDA25o5DriPSOk,0.6940000000000001,0.716,121.427
The Time,spotify:track:1Uj2yJKcIdNHcQu4DMr6cX,0.8190000000000001,0.631,123.215
Nazia Hassan,spotify:track:1jV2oSvn09VvRajheZfXr4,0.35,0.564,178.252
Sisters of Mercy,spotify:track:1UtV7NaeIJzyqWd3x0LmuE,0.445,0.219,80.458
Grim Reaper,spotify:track:4mdL6QBLhBh4cpl7koaPd2,0.455,0.966,94.326
Samir Shukri,spotify:track:1fDlVm5uuTdYn5CFnSPSwQ,0.662,0.586,95.553
The Cramps,spotify:track:1q4mBe3QIJIrXpwnpAbj95,0.659,0.55,113.42
Andy Gibb & Olivia Newton-John,spotify:track:3IEs5UmjbMmCMHE7LjXRPT,0.5670000000000001,0.369,135.458
Dan Fogelberg,spotify:track:2I7wlhRFEesckeIVxZTJL8,0.512,0.311,97.85
Jackson Browne,spotify:track:26lCNg8WekUoDbLhEbUyXZ,0.522,0.74,139.031
Batmobile,spotify:track:4fdW3RU57ioycX1MlP5MLX,0.539,0.7709999999999999,170.763
Kenny Rogers,spotify:track:1Cg8HzQLJ4rjjXprgotjJj,0.454,0.18600000000000005,136.173
Sammy Hagar,spotify:track:3OghNV9ZOUbAj62CZptOEP,0.586,0.574,146.738
Celtas Cortos,spotify:track:6Ri8IrIFm484NwPLB2YMbf,0.46,0.813,119.975
Genesis,spotify:track:7zjSZQkMoGKylSq6s1rK9Y,0.645,0.828,121.217
Don McLean,spotify:track:30I86VmcXNIImWdR1qvPjS,0.305,0.4920000000000001,202.054
Fagner,spotify:track:6tLLOuJ9wVvSuCR84T8QXG,0.688,0.635,138.467
The Prisoners,spotify:track:6eIrgBUv8cj5yXoGRrlFa5,0.23,0.938,102.802
Steve Green,spotify:track:5e23UWZ7EnWeWkl4AnQb9p,0.422,0.23,62.789
Rita Coolidge,spotify:track:3wH7W8LKlbW0fapyOifrAC,0.585,0.244,135.624
Whodini,spotify:track:3rHTMJmildd6P5RZs8GgfZ,0.871,0.716,95.601
The Cramps,spotify:track:4bHJUwfGBrgHfybCCp0qgn,0.447,0.944,147.779
Nobuo Uematsu,spotify:track:3Th7nBaoWwkArl55FnmqgJ,0.439,0.916,120.116
Will To Power,spotify:track:4L5ag9C1m1gEAPs5KC3yuy,0.775,0.583,125.084
New Edition,spotify:track:5LkcAjqj5NOctNGi2qUjlw,0.871,0.532,116.574
Tangerine Dream,spotify:track:0J9LDjOohzH1vbMY7U81Ll,0.6990000000000001,0.4970000000000001,118.614
Men At Work,spotify:track:5f4oy73KathdqPVm746x9x,0.4370000000000001,0.81,147.72299999999996
Joey Scarbury,spotify:track:375ntCG12wzCyfzclwYFwG,0.521,0.743,117.129
Eddie Money,spotify:track:2W8cfF08zbVmjdu1dZjkDQ,0.598,0.779,153.623
New Edition,spotify:track:4pcweTeOtJdAPnmYCBrKKE,0.569,0.368,133.606
U2,spotify:track:0T702y9ndzZTnPq1bqiAM2,0.36,0.909,155.293
Bette Midler,spotify:track:6TgqY8Vfm4StBe8hsxi3Ti,0.5770000000000001,0.7879999999999999,105.428
Deniece Williams,spotify:track:3XrzApq8R10O6WwNwMw8t4,0.473,0.241,115.163
The Nashville Bluegrass Band,spotify:track:4VY80hJvRQZJxvA8Wy9jQn,0.721,0.253,91.378
Ronnie Milsap,spotify:track:6xRvKADwRqGUUD5R2LhefZ,0.763,0.534,126.287
The Dead Milkmen,spotify:track:1l04CzFskMiq7c30lZvr7i,0.557,0.6990000000000001,129.49200000000002
Gidea Park featuring Adrian Baker,spotify:track:1r0DucTu27o5SjiqANyud0,0.7340000000000001,0.463,123.594
Cocteau Twins,spotify:track:6sPZHOCvGPviFtB2nyYKOr,0.418,0.753,120.151
New Edition,spotify:track:72OrfuJ9RxfLCoqAMeKHCZ,0.8390000000000001,0.623,103.799
Sister Sledge,spotify:track:6th7K3C0mmxk5AlT4x4oro,0.813,0.759,82.941
Metal Church,spotify:track:4qWTaKk3abrZwzFbmviBOt,0.37,0.905,117.845
Hüsker Dü,spotify:track:0ss6RN3kjkQ6B09SBJWX5M,0.38,0.8590000000000001,145.62
Ton Steine Scherben,spotify:track:12XHehqGf9hEWCqI8O6FLL,0.541,0.88,159.238
Quarterflash,spotify:track:4XcUFQNTiX4IHmA4K51snP,0.6890000000000001,0.4970000000000001,114.034
Lionel Richie,spotify:track:6l9fOwFZ2pZzGUAVnPM76l,0.267,0.16,62.308
The Rolling Stones,spotify:track:2StkuotzPgX5FpSjMpTvlw,0.742,0.94,121.747
Nataural,spotify:track:6Un3BG407qp4qtCxwjh7s5,0.32,0.89,83.012
Junkyard Band,spotify:track:7zhtKADDBkiAzKyaRtHfRv,0.7340000000000001,0.489,179.981
Kenny Rogers,spotify:track:5AmeC8GR3SmQD0WZi1sz2C,0.32,0.454,82.145
ABBA,spotify:track:2HeTmGTjl870ucJ8mF7zl5,0.457,0.785,126.947
The Charlie Daniels Band,spotify:track:15rq5I9f5h6KrsarWqAz9d,0.475,0.535,99.593
Stray Cats,spotify:track:6FKvNrS5jAYMnnJWrZUF3i,0.489,0.429,104.983
Tricky Tee,spotify:track:41qKUGAKg8JfFJNGRoA3QK,0.613,0.901,99.878
James Ingram With Michael McDonald,spotify:track:5edioRF5SIeNzZafgd1Py1,0.818,0.512,117.842
2 LIVE CREW,spotify:track:4s4aGDyTxTT8SK3sddBy55,0.955,0.688,123.284
Laura Branigan,spotify:track:6BIZ5aVJIltQy6Z6w1ibar,0.7020000000000001,0.956,130.041
Clan of Xymox,spotify:track:42gsbN2p40cBRhdbEnqsWU,0.561,0.782,148.16299999999995
Randy Travis,spotify:track:2tgUWUgaOdfifOyZaobRib,0.759,0.328,118.761
Lio,spotify:track:3vkKq2rLgBDhUfOLi1Jvaj,0.6,0.856,117.934
Poco,spotify:track:49IooF2Pshjms6iidmHeHQ,0.44,0.674,140.02200000000002
Taylor Dayne,spotify:track:6enR2PAZd7LUMMwQb4ciuh,0.604,0.5379999999999999,85.33200000000002
Whodini,spotify:track:3e8KC0EoBmKGuD5LwBvj4U,0.8590000000000001,0.8640000000000001,95.981
Milton Nascimento,spotify:track:5cptAUqqcyDUjTwgH1LXIj,0.6579999999999999,0.48,140.345
ZZ Top,spotify:track:1ESuT2y9AKu1zMdxq47qW5,0.62,0.688,112.122
Los Rebeldes,spotify:track:270CPm8Fb9Kk0JzoJ982hE,0.5770000000000001,0.944,139.607
My Life With The Thrill Kill Kult,spotify:track:0aant8ZuGMiICvuZl1Dg22,0.631,0.821,122.212
The Williams Brothers,spotify:track:46N5l7eCFe2QgDasUzFZIU,0.69,0.5660000000000001,100.73
Saga,spotify:track:2WJvcoVqoj5j6ciImA9orj,0.595,0.747,134.916
"Crosby, Stills & Nash",spotify:track:1KHehOVBdMmOxKi5Zcv0Ju,0.436,0.5820000000000001,174.109
Alabama,spotify:track:04u8JJN1TTwFrFkYnLlaPU,0.588,0.442,135.476
Force M.D.'s,spotify:track:1WtkrKWpfFx75erK1VqtQh,0.34,0.336,142.631
Depeche Mode,spotify:track:3GREm6zSHwKZsJxl0hqbAQ,0.679,0.8290000000000001,119.96
Alcatrazz,spotify:track:0JZVNSnhxjZpayO4v5qD6t,0.246,0.898,134.006
Shalamar,spotify:track:0Q7aj2T90BmSCv2fLyUkTJ,0.8740000000000001,0.556,122.849
The Alan Parsons Project,spotify:track:5y1e75jvW8mr2K0l72Ktb2,0.706,0.585,136.04399999999998
Berlin,spotify:track:5njp5WB906Pc0lYPBFgIrY,0.753,0.454,130.704
R. Stevie Moore,spotify:track:5cVIa55GGmOGyJu05yqpAk,0.489,0.7190000000000001,88.73899999999998
Elvis Presley,spotify:track:5blcqgpsuKhm0WQwMsmywj,0.435,0.828,116.141
Martyn Bates,spotify:track:2od94Atmy85K40cHCMiAeB,0.29100000000000004,0.0352,174.457
Slime,spotify:track:3oAtOpG4FUeWsSnzFfn3md,0.282,0.996,116.573
The Kinks,spotify:track:6NeFh4tbO4w5NTJkdTYzXp,0.51,0.6990000000000001,138.59
Amy Holland,spotify:track:18ELywiVACeSIhIa2EqJ47,0.745,0.672,117.42
Huey Lewis & The News,spotify:track:4KYYBswaPuKPaKaLzoBcIE,0.66,0.8059999999999999,122.041
Flamin' Groovies,spotify:track:3Fhqnx2t8QXRWFKv3qxuxY,0.463,0.83,143.80200000000005
Icehouse,spotify:track:4AX3HUxF377bqmKfqC0s2N,0.66,0.738,115.813
Timbuk 3,spotify:track:4EfZ2eaFjn1MQbKZD8urIz,0.648,0.688,157.954
Rocío Dúrcal,spotify:track:35FJIXX8h7u9ApGAMoFzWY,0.741,0.463,108.424
Patti LaBelle,spotify:track:71DxDMPiElIeGgvJvtITXR,0.81,0.722,138.011
Philip Glass,spotify:track:3rHd4zysCyQoGYmo7rqjKH,0.3,0.0293,107.469
Leo Sayer,spotify:track:3RJ81z1sPLeWEFuCfGaCLC,0.728,0.511,96.406
Wild Blue,spotify:track:3HDqENDSzP13dpDE05sOhX,0.5589999999999999,0.867,135.28799999999998
Accept,spotify:track:4f73ikIdf3E1r89cRzo7e6,0.32,0.5529999999999999,116.156
Triumph,spotify:track:0rzxZlSB2gjnSJinbtaz3v,0.166,0.655,152.792
Linda Ronstadt,spotify:track:4a2whjG0D7bAC2vMwK3f21,0.593,0.409,99.024
Leo Dan,spotify:track:47z5NWmoHrC5q7aKsXtCy4,0.65,0.326,120.747
Dolly Parton,spotify:track:6lyzUrhvbZIl8JU2iRKquL,0.7929999999999999,0.5589999999999999,125.193
Shakin' Street,spotify:track:5LkPOecOQqQbv1EUn76ByH,0.343,0.907,84.156
Marty Balin,spotify:track:1T6qWyfo0RYyN0YFzC3APi,0.73,0.502,119.941
The Cars,spotify:track:2pGw0Nuj75rdFt84bIAMlT,0.6629999999999999,0.509,130.02700000000002
The Pointer Sisters,spotify:track:2hKa5ljc8wVlNGSpenzUBd,0.75,0.7559999999999999,128.62
Julian Lennon,spotify:track:7FIqkrMFzbORpWI8vjWp9L,0.597,0.579,88.822
A Taste Of Honey,spotify:track:3FD0RyHoYObYJkBIDGra4W,0.583,0.415,136.065
Prince And The Revolution Duet With Apollonia,spotify:track:765k9tDIFOnoOfkO2cgitB,0.7070000000000001,0.8140000000000001,121.92
Stevie B,spotify:track:4VG6a2JFWsX3CMHunLf4nO,0.6679999999999999,0.7609999999999999,119.48
Bob Seger,spotify:track:2wz3h7kJNRkHkJUzCW8b7e,0.5529999999999999,0.784,120.097
Sobredosis,spotify:track:5B9F6cogevHErsRFC6BHmk,0.374,0.6859999999999999,117.565
Slave,spotify:track:6GXvfVC49IW9VOHdsAUUb1,0.7140000000000001,0.512,113.528
Klymaxx,spotify:track:3TyhfD8fjfkzg9ujAM9qPO,0.82,0.856,123.006
The Cover Girls,spotify:track:0QciY6CzknfKHZD9h0Oahg,0.601,0.58,139.923
Ana Gabriel,spotify:track:10PwPpr7BBxYon3pwS7k5G,0.531,0.514,141.233
Elton John,spotify:track:0sIiAyckK90a6KOKhIeGwM,0.67,0.89,138.85399999999998
Lio,spotify:track:4BxnUxM9kLVyVo7xqDkfpO,0.28300000000000003,0.828,173.489
Wes Montgomery Trio,spotify:track:4D0cBAJzf8mVjkVb09ozEw,0.535,0.0521,114.486
Roxette,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,95.011
Lulu Santos,spotify:track:5R91sAAo2NmAU3Oa47k7mm,0.469,0.6679999999999999,170.488
Gary U.S. Bonds,spotify:track:3sAw1FSEuapKTrJaWMr16k,0.502,0.931,131.286
Dayton,spotify:track:2esSVRLtF5PNs88yTUtfZX,0.74,0.6409999999999999,100.252
Leif Garrett,spotify:track:6ZOMtAejDpbIRHXgahSKPY,0.782,0.418,140.936
Patti LaBelle,spotify:track:79BE7EVavDVsVCTlRbQ66i,0.659,0.616,101.998
The Who,spotify:track:0LN5gIsS5tQSmRzQrHSaTR,0.6970000000000001,0.787,98.066
The Cars,spotify:track:6eRLUjHubf9tlO7ZCc04Da,0.619,0.466,79.032
Milli Vanilli,spotify:track:0C7dYeCLF6ukChtW64UNge,0.772,0.8220000000000001,97.718
Daryl Hall John Oates,spotify:track:5C2RWWu6yNYpgBbUMVgMdY,0.7,0.835,120.246
Roky Erickson,spotify:track:5Jf8QwVb9rdWF0ItdyjBJv,0.441,0.35600000000000004,80.854
Boytronic,spotify:track:3lnay0OnI00DNzdP3jnK2p,0.7979999999999999,0.465,119.666
Rocío Dúrcal,spotify:track:4487dYLxbESgxQhvemJdJF,0.55,0.397,179.278
Go West,spotify:track:4oivs3WWV3XwAWESvPk5eG,0.696,0.8540000000000001,130.6
Los Lobos,spotify:track:6uU5OBhGUE1ngSKDj4wtoq,0.348,0.7509999999999999,156.509
Marcia Griffiths,spotify:track:1JyaAeaXVFnVv5ikwWQVQ4,0.769,0.898,108.141
Amaury Pérez,spotify:track:1YguO4pcfFZseldt05E7rF,0.381,0.448,78.682
Aries Vigoth,spotify:track:3lCjxJCc7CBP4WVA5yiTEC,0.693,0.625,104.651
Talking Heads,spotify:track:7rFeZg0gEp7qtyuLnjIYQU,0.647,0.889,137.41
Robert Palmer,spotify:track:1NluXt216fuqjX7KcmYQxM,0.7959999999999999,0.626,111.053
Prince And The Revolution,spotify:track:54X78diSLoUDI3joC2bjMz,0.3670000000000001,0.452,113.066
Universal Two,spotify:track:57cQgv5vMLU2eulWN4qIci,0.733,0.835,118.818
Peter Maffay,spotify:track:7pWehJicjD48RYfp0PziK8,0.68,0.954,124.918
ABBA,spotify:track:4g5LUzHFRr4Zlok8KzERmI,0.526,0.555,84.088
The Darling Buds,spotify:track:1KFR8DLq1z6NcEfnhvoMy3,0.478,0.892,119.206
Wet Wet Wet,spotify:track:4w55wTh9ZbVgD9YC5Z4pZZ,0.607,0.773,109.074
Toto,spotify:track:2374M0fQpWi3dLnB54qaLX,0.6709999999999999,0.373,92.717
Harold Budd,spotify:track:4IN34Iq5T9x1vN6MASxvS9,0.0762,0.0528,80.67
Philip Glass,spotify:track:7qbd5YUGc8x59UMjGkLH1U,0.274,0.0682,67.822
Jimmy Buffett,spotify:track:6Jhcs3Tm8Tgg39ooFTXW0c,0.455,0.13,141.929
Boogie Down Productions,spotify:track:1wTKqgm2mIf6fIKD1q0Rtk,0.94,0.764,95.772
La Unión,spotify:track:61cirg3ao4fxiz8tJ6gvDp,0.655,0.908,108.088
Stevie Nicks,spotify:track:1PAnGhRo2tHpM2DNibEEe6,0.529,0.149,86.921
Lulu Santos,spotify:track:70pJr5wPVzNMxCnKxoot1S,0.635,0.649,138.31
Commodores,spotify:track:2ogF71NvoPUwJmqyKzEHqP,0.738,0.809,128.028
The Cramps,spotify:track:219MvPH5qmEcC8992LzVEE,0.285,0.5,161.982
Billy Squier,spotify:track:2Z9B8sd6HgEfCWqvOfhFD0,0.529,0.906,131.847
Gloria Estefan & Miami Sound Machine,spotify:track:3JeTD3IfCntCx3nLSAv56U,0.5770000000000001,0.295,77.938
Billy Squier,spotify:track:2LAlFTU4y8o96vice3cmG0,0.44,0.812,179.375
Donna Summer,spotify:track:4DAo1YydUfqSGcgX2sXn1M,0.778,0.64,137.253
Pajama Party,spotify:track:4mh8QUBjztJtEW6JLmKLwO,0.66,0.794,119.705
Sheena Easton,spotify:track:7k1fu2zeQ3S47mT4lhJWcL,0.679,0.6609999999999999,119.596
Supertramp,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,0.532,0.6629999999999999,75.14
Smokey Robinson,spotify:track:2gliw3L0oa4w8LqaHploje,0.498,0.63,169.115
Luis Enrique,spotify:track:0x3yoMp19dlhu4pCwTdSt5,0.623,0.733,88.652
Death In June,spotify:track:3bpZs5e9IYPwJJvkz97dyM,0.464,0.7509999999999999,121.265
The Everly Brothers,spotify:track:5hNLAOGfuhdCCTIioKOmad,0.541,0.857,131.985
Jimmy Spicer,spotify:track:3Bu69QHyCAyBy8TQ8N1lIA,0.862,0.669,99.379
Running Wild,spotify:track:4aGMiDCTx3JBzkMFZ3EHKX,0.293,0.914,94.967
Picture,spotify:track:5vcI7zBrANELUyRsp8abIN,0.4920000000000001,0.905,101.687
Michael Jackson,spotify:track:2kulOHR2XY6YDZCWXb38hn,0.846,0.922,122.195
Cinderella,spotify:track:2F8Glc7r4mHHSCEegD4Ju1,0.524,0.8859999999999999,132.446
Natalie Cole,spotify:track:6gpHe5yD5LPEutwHgKFoIN,0.79,0.701,122.319
808 State,spotify:track:5cjR03OSklZKbanxuLZkhu,0.606,0.7440000000000001,135.763
Little River Band,spotify:track:3C931OWDntb6T0FQAfY41r,0.7440000000000001,0.7559999999999999,131.41299999999998
Joan Jett & the Blackhearts,spotify:track:1uizH33y71PDnU3vjTwWjL,0.703,0.7120000000000001,116.606
Lulu,spotify:track:6M3tYsgaGfs5UxXNyi6Elg,0.698,0.503,107.802
REO Speedwagon,spotify:track:60iNCdO3iDf3YcMb63yPck,0.509,0.481,72.12100000000002
Technotronic,spotify:track:21qnJAMtzC6S5SESuqQLEK,0.8859999999999999,0.8440000000000001,124.602
Tracy Chapman,spotify:track:4rxamav7i2lJexbuAxcvfe,0.787,0.255,105.97
David Bowie,spotify:track:1F6WOrW9vtrE5v1XWl08k4,0.563,0.77,114.229
El Fary,spotify:track:3VgfzI2tqBSgZsFfTji5Rv,0.552,0.7040000000000001,135.535
Matthew Young,spotify:track:1HA8l8EP3rBeixsy4DSwMC,0.675,0.467,110.79
Stan Getz,spotify:track:0XzaH5uMhwPRIwC62ffgdl,0.6409999999999999,0.232,142.611
Luis Enrique,spotify:track:6OQQHJGsPsF8O6vzqt29Oo,0.551,0.58,95.52
